USER_ID,ORDER_ID,PURCHASE_TS,SHIP_TS,REFUND_TS,PRODUCT_NAME,PRODUCT_ID,USD_PRICE,PURCHASE_PLATFORM,MARKETING_CHANNEL,ACCOUNT_CREATION_METHOD,COUNTRY_CODE,,
29dc5d82,a9b6d261d5719943,11/23/2019,11/26/2019,,Nintendo Switch,8d0d,142.8,website,affiliate,unknown,US,,
7dccd52e,a9b8e400b9953729,7/2/2020,7/3/2020,,27in 4K gaming monitor,891b,408,website,direct,mobile,US,,
5709c83e,a9bb38e6b0f38195,5/13/2020,5/15/2020,,27in 4K gaming monitor,891b,329.5,website,affiliate,unknown,US,,
49778650,a9c023f889e1306,11/25/2019,11/26/2019,1/26/2022,27in 4K gaming monitor,e7e6,480,website,email,mobile,US,,
11a002fc,a9c23ecefae10203,6/26/2019,6/29/2019,,Lenovo IdeaPad Gaming 3,04ac,1198,website,direct,mobile,US,,
5f078237,a9ca78e661c41403,4/4/2020,4/5/2020,,JBL Quantum 100 Gaming Headset,ab0f,20.79,website,direct,mobile,RU,,
dddb93b5,a9d16b7a9aa93761,12/11/2020,12/12/2020,,Nintendo Switch,b5f7,167.98,mobile app,email,desktop,US,,
a20812ac,a9d6f4361d568521,7/25/2019,7/28/2019,9/14/2021,Nintendo Switch,e682,167.35,website,direct,mobile,GB,,
1fa881b0,a9d7cf265ca15964,8/28/2019,8/29/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,affiliate,unknown,BR,,
4e05de55,a9dd532fd1334646,12/19/2019,12/22/2019,,Lenovo IdeaPad Gaming 3,ae96,1209.6,website,direct,mobile,US,,
3b03e487,a9dfb083f8b26891,3/2/2020,3/4/2020,,Nintendo Switch,e682,146.59,website,direct,mobile,DE,,
1e9bc1fb,a9e149a4afe15532,11/6/2020,11/8/2020,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
b140908a,a9e3588d75375124,6/7/2020,6/8/2020,,Nintendo Switch,e682,53.53,website,direct,mobile,TR,,
bb515a7b,a9e7982a1ea79320,9/1/2020,9/2/2020,,Nintendo Switch,e682,175.74,website,affiliate,unknown,GB,,
016e44c0,a9e816be7f73757,12/18/2020,12/20/2020,,27in 4K gaming monitor,891b,412.03,website,direct,mobile,FR,,
016e44c0,a9e816be7f73759,12/18/2020,12/20/2020,,27in 4K gaming monitor,891b,412.03,website,direct,mobile,FR,,
cc629c55,a9eba0a052086335,8/23/2020,8/24/2020,9/21/2022,27in 4K gaming monitor,e7e6,404.97,website,direct,mobile,AU,,
70033a3a,a9ecdbd8be748291,9/2/2020,9/4/2020,,Dell Gaming Mouse,8d4f,43.39,mobile app,email,desktop,MX,,
70033a3a,a9ecdbd8be748292,9/2/2020,9/4/2020,,Dell Gaming Mouse,8d4f,43.39,mobile app,email,desktop,MX,,
40ae3708,a9edf27675229253,4/22/2020,4/25/2020,4/24/2022,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
22cd19af,a9efa8244a217099,11/14/2020,11/15/2020,12/8/2023,Nintendo Switch,8d0d,143.01,website,direct,mobile,IT,,
8b0c7c1c,a9f1a0fb2ee59073,7/19/2020,7/22/2020,,Nintendo Switch,8d0d,168.99,website,direct,mobile,GB,,
e2beee35,a9f8487e7e295788,11/21/2020,11/23/2020,,Nintendo Switch,e682,168,website,email,desktop,SL,,
cc67c647,a9fac2736ce86341,8/3/2020,8/5/2020,9/8/2024,27in 4K gaming monitor,891b,445.28,website,direct,mobile,JP,,
1f1bea15,a9fb9f468ba15715,6/8/2020,6/9/2020,,27in 4K gaming monitor,891b,405.53,website,email,mobile,DE,,
c9bc7d91,a9fc28c35d285286,3/26/2020,3/27/2020,,JBL Quantum 100 Gaming Headset,ab0f,24.31,website,direct,mobile,GB,,
aaed6cf7,aa0027d2f6a72485,6/8/2020,6/9/2020,,27in 4K gaming monitor,891b,262.4,website,direct,mobile,AU,,
511b5e51,aa00b8cb6f535896,2/15/2020,2/17/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,affiliate,unknown,CO,,
75b31c64,aa035742fc650460,1/11/2019,1/14/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,,
6a4d8f84,aa03a8f716145893,5/21/2020,5/24/2020,6/8/2022,Nintendo Switch,e682,168,website,email,mobile,US,,
f01693f2,aa058bb683a101456,4/1/2019,4/4/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,,
19618120,aa0c489b93c549,2/11/2019,2/14/2019,12/28/2020,Nintendo Switch,8d0d,168,website,direct,mobile,VI,,
7e49355b,aa1090ad86953931,9/16/2020,9/17/2020,3/12/2024,Nintendo Switch,e682,168,website,direct,mobile,US,,
7e49355b,aa1090ad86953932,9/16/2020,9/17/2020,2/7/2023,Nintendo Switch,e682,168,website,direct,mobile,US,,
cebaa42d,aa1384ee15087357,11/20/2020,11/21/2020,3/2/2022,Nintendo Switch,8d0d,187.77,website,direct,mobile,DK,,
fb5b457b,aa1e647b944106188,5/4/2020,5/5/2020,,27in 4K gaming monitor,e7e6,480,website,direct,mobile,US,,
9556f6d4,aa204426e2e63304,4/8/2019,4/10/2019,,27in 4K gaming monitor,891b,180.27,website,direct,mobile,TR,,
11d4ee2c,aa24b7ecea810290,3/15/2019,3/16/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
90909b5d,aa25b85ed3461311,12/28/2019,12/30/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
e325cb30,aa264de4c2995960,5/7/2019,5/10/2019,6/20/2021,27in 4K gaming monitor,891b,480,website,direct,mobile,US,,
1bfa633a,aa27a8f754714432,9/11/2019,9/13/2019,,JBL Quantum 100 Gaming Headset,8315,23.3,mobile app,email,mobile,CA,,
356f2ca6,aa29a3ac60224644,11/21/2020,11/23/2020,,27in 4K gaming monitor,891b,281.64,website,affiliate,unknown,US,,
356f2ca6,aa29a3ac60224645,11/21/2020,11/23/2020,9/21/2024,27in 4K gaming monitor,891b,281.64,website,affiliate,unknown,US,,
ce81a11d,aa2ada694a287244,9/23/2020,9/24/2020,,Sony PlayStation 5 Bundle,54ed,1800,website,direct,mobile,BR,,
f80c63a6,aa2b6735b68104787,2/7/2019,2/8/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,,
ce494e00,aa2d01d9ece87159,11/24/2020,11/25/2020,,27in 4K gaming monitor,e7e6,439.2,website,direct,mobile,DE,,
b21ae6b3,aa2d9ab3b2975464,11/1/2019,11/4/2019,,JBL Quantum 100 Gaming Headset,ab0f,25.67,website,direct,mobile,ES,,
15010a38,aa3040d28a111583,12/31/2019,1/3/2020,,JBL Quantum 100 Gaming Headset,ab0f,19.37,website,direct,mobile,CA,,
28e419e0,aa32d88079f19522,2/8/2019,2/10/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
4a6819b8,aa340da4b9533092,7/13/2020,7/15/2020,,JBL Quantum 100 Gaming Headset,2997,15.97,mobile app,email,mobile,SE,,
a7cb26ad,aa381d2d53771077,12/24/2019,12/26/2019,,Nintendo Switch,e682,150.53,website,email,mobile,DE,,
e452269c,aa416e6f23d96443,12/13/2019,12/14/2019,,27in 4K gaming monitor,891b,312.92,website,direct,mobile,US,,
24c74db3,aa434cec09e17863,7/8/2019,7/10/2019,,Nintendo Switch,8d0d,151.76,website,affiliate,unknown,CA,,
8d01b233,aa4951f173c59903,8/3/2020,8/4/2020,,Nintendo Switch,8e5d,165.1,mobile app,email,mobile,US,,
e7aa5c36,aa4fbfda4e997860,7/26/2019,7/27/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,CH,,
a808fc7f,aa50bd3f1a171170,4/6/2019,4/9/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
e8830bf8,aa53396849e98205,10/26/2019,10/28/2019,,JBL Quantum 100 Gaming Headset,8315,23.36,mobile app,direct,mobile,US,,
cf23a824,aa53b16b4d887556,9/11/2019,9/13/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,,
2dbaf6c5,aa560ac110c21515,12/21/2020,12/24/2020,,Nintendo Switch,8d0d,134.4,website,direct,mobile,US,,
7ca8e6cc,aa57bbb5d0c53257,7/14/2020,7/17/2020,,27in 4K gaming monitor,891b,292.49,website,direct,mobile,JP,,
e16520a4,aa5bc83a0ab95262,9/17/2019,9/20/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,,
be64c96e,aa5c70a9ce580595,11/25/2020,11/28/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,,
4953c488,aa5e1b9b30632644,3/17/2020,3/20/2020,,Nintendo Switch,e682,168,website,direct,mobile,US,,
38f0ffcb,aa5f5f09f9326062,10/28/2020,10/31/2020,,Dell Gaming Mouse,8d4f,49.98,mobile app,email,desktop,US,,
689309a4,aa6255bf20245130,2/16/2019,2/18/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,,
39e6279f,aa6351c690526437,11/28/2019,12/1/2019,,Nintendo Switch,8d0d,149.7,website,direct,mobile,FR,,
6c707236,aa63f5e14b846797,6/24/2020,6/27/2020,,Nintendo Switch,e682,168,website,direct,mobile,US,,
27fd1dad,aa648c9f4b519188,2/19/2020,2/20/2020,,27in 4K gaming monitor,891b,384.52,website,direct,mobile,US,,
1284d222,aa67b51b37010560,3/10/2020,3/12/2020,4/23/2022,Sony PlayStation 5 Bundle,54ed,928.77,website,direct,mobile,GB,,
c5cf17d7,aa6c1d5c50283692,2/23/2020,2/26/2020,2/5/2022,Nintendo Switch,8d0d,177.02,website,direct,mobile,GB,,
7a2cd6ad,aa6fca3c0c152200,8/28/2019,8/29/2019,,Nintendo Switch,8d0d,151.99,website,direct,mobile,IT,,
cd2d4ea6,aa6ffd93bdf86657,3/22/2020,3/24/2020,,JBL Quantum 100 Gaming Headset,8315,22.96,mobile app,email,mobile,US,,
c5f86a36,aa75e4f026c83757,4/20/2020,4/23/2020,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
18e0be36,aa784fb4f6e13101,3/29/2020,4/1/2020,,Nintendo Switch,8d0d,168,website,email,mobile,US,,
e856014a,aa792a72fce98143,6/30/2020,7/3/2020,,Dell Gaming Mouse,f81e,49.98,mobile app,email,mobile,US,,
dc252fba,aa7ab24f55893015,2/7/2019,2/10/2019,,Nintendo Switch,8d0d,135.44,website,direct,mobile,CH,,
0ba9318f,aa87b920a4b7793,9/11/2019,9/12/2019,,27in 4K gaming monitor,891b,480,website,direct,mobile,US,,
811b5c21,aa89736c22b55091,11/8/2020,11/10/2020,10/25/2025,Nintendo Switch,8d0d,168,website,affiliate,unknown,US,,
50345cda,aa8a01d0db235545,2/8/2019,2/11/2019,,Nintendo Switch,8d0d,150.44,website,direct,mobile,CA,,
ae1241c1,aa8ace3793773765,4/30/2020,5/1/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,,
14958d51,aa8c6f0a54411418,6/21/2020,6/23/2020,,Nintendo Switch,e682,168,website,direct,mobile,PH,,
7e63a746,aa8ef14663053988,5/10/2019,5/12/2019,6/13/2021,Lenovo IdeaPad Gaming 3,04ac,1064.87,website,social media,tablet,NL,,
95747c5c,aa907933b1b63356,1/28/2019,1/30/2019,,Nintendo Switch,8d0d,181.01,website,direct,mobile,NO,,
c0ccaef8,aa9242e035b81650,8/25/2019,8/26/2019,9/23/2021,JBL Quantum 100 Gaming Headset,ab0f,19.34,website,direct,mobile,CA,,
5c2515ca,aa93228f79e40256,1/23/2020,1/25/2020,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
5c2515ca,aa93228f79e40257,1/23/2020,1/25/2020,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
e623de73,aa99e13dd4397220,12/28/2020,12/29/2020,,Sony PlayStation 5 Bundle,54ed,1295.61,website,direct,mobile,CA,,
550b10fa,aa9b696d06037430,5/19/2020,5/20/2020,,Sony PlayStation 5 Bundle,54ed,1652.45,website,direct,mobile,GB,,
74e77359,aaa18f265a450158,10/23/2019,10/24/2019,,JBL Quantum 100 Gaming Headset,ab0f,23.38,website,direct,mobile,DK,,
79a99ad6,aaa4206f17651989,6/25/2019,6/26/2019,,Lenovo IdeaPad Gaming 3,04ac,1215.43,website,email,mobile,RU,,
224e7fc2,aaa75b9522d16925,3/19/2020,3/22/2020,,27in 4K gaming monitor,891b,480,website,direct,mobile,US,,
329d3335,aaad0e721d223546,6/11/2020,6/13/2020,,Nintendo Switch,e682,152.51,website,direct,mobile,DE,,
3c58ce00,aaadd71631b27434,12/21/2020,12/23/2020,2/16/2024,Nintendo Switch,8d0d,164.69,website,direct,mobile,DE,,
3c58ce00,aaadd71631b27435,12/21/2020,12/23/2020,9/13/2022,Nintendo Switch,8d0d,164.69,website,direct,mobile,DE,,
3c58ce00,aaadd71631b27436,12/21/2020,12/23/2020,,Nintendo Switch,8d0d,164.69,website,direct,mobile,DE,,
22f664d6,aaaf117799817160,1/28/2019,1/29/2019,,Nintendo Switch,8d0d,153.34,website,direct,mobile,NL,,
41f2fa6e,aab3ad85c2d29771,12/10/2020,12/12/2020,,Lenovo IdeaPad Gaming 3,04ac,1198,website,email,desktop,CL,,
f9f7260f,aab467ccda8105621,11/4/2019,11/7/2019,1/9/2022,Nintendo Switch,e682,168,website,unknown,tv,US,,
616b2bf5,aab753f0fd642337,1/15/2019,1/18/2019,3/1/2021,27in 4K gaming monitor,891b,480,website,direct,mobile,US,,
fd4649a6,aabe57d8b20106984,7/3/2020,7/4/2020,,Nintendo Switch,8d0d,155.42,website,direct,mobile,DE,,
0952e03f,aacb44b43626850,11/20/2020,11/22/2020,,Nintendo Switch,8d0d,158.9,website,direct,mobile,ES,,
b50a836c,aacdb2322e076699,9/26/2019,9/27/2019,10/8/2021,Nintendo Switch,8d0d,151.56,website,direct,mobile,DE,,
11c59b92,aad2f05c26310263,11/24/2019,11/25/2019,,Nintendo Switch,8e5d,167.82,mobile app,direct,mobile,US,,
1bf91b7b,aada51672f814422,2/23/2019,2/24/2019,,27in 4K gaming monitor,891b,313.84,website,direct,mobile,NZ,,
66946129,aadf31938d21749,1/20/2019,1/21/2019,,27in 4K gaming monitor,891b,451,website,direct,mobile,US,,
b6189192,aae18a064fe77149,8/5/2020,8/6/2020,,Nintendo Switch,e682,168,website,direct,mobile,BR,,
d46478c4,aae4ba67cd689640,8/7/2020,8/10/2020,,Nintendo Switch,e682,155.85,website,email,desktop,JP,,
eae23205,aaeeb78b84d99237,11/17/2020,11/18/2020,,Nintendo Switch,e682,148.35,website,direct,mobile,AU,,
421fe4bd,aaef13c750c29837,9/5/2020,9/7/2020,,Nintendo Switch,8d0d,193.19,website,direct,mobile,IL,,
d946b3f3,aaef7a8469291790,6/1/2019,6/3/2019,,JBL Quantum 100 Gaming Headset,ab0f,25.24,website,direct,mobile,GB,,
92827606,aaf1e07129b2464,3/14/2019,3/15/2019,,Lenovo IdeaPad Gaming 3,04ac,1018.3,website,direct,mobile,US,,
31a897f2,aafa27fe8e623191,12/14/2020,12/17/2020,,Nintendo Switch,8d0d,164.88,website,direct,mobile,DE,,
5da098cd,aafb90d169140836,11/15/2019,11/18/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
cb5c75a0,ab0106c918985960,8/27/2020,8/29/2020,10/10/2022,Lenovo IdeaPad Gaming 3,9ef0,1220.01,website,direct,mobile,GB,,
0fa227b0,ab06e1415ae9447,12/13/2020,12/14/2020,,Dell Gaming Mouse,8d4f,49.98,mobile app,email,desktop,US,,
12c74110,ab0a573f57610691,6/4/2020,6/5/2020,,Nintendo Switch,8d0d,146.59,website,direct,mobile,DE,,
45913313,ab0b1a9c91a1197,12/25/2019,12/28/2019,,JBL Quantum 100 Gaming Headset,2997,,mobile app,email,mobile,KE,,
6ca9e8fe,ab0b89b6c4146884,5/13/2019,5/15/2019,,27in 4K gaming monitor,891b,423.73,website,direct,mobile,JP,,
46c3ac73,ab0fe98b23031703,1/31/2020,2/1/2020,2/6/2022,Sony PlayStation 5 Bundle,54ed,1800,website,direct,mobile,BR,,
5b4e5bb4,ab167a92f2d39895,2/6/2019,2/8/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
b00e009a,ab17e8f0ec074622,8/12/2020,8/14/2020,7/27/2025,Nintendo Switch,e682,171.65,website,direct,mobile,GB,,
97114c5e,ab1ae4e905e63995,1/21/2019,1/23/2019,,Nintendo Switch,8d0d,151.83,website,direct,mobile,SE,,
0eccb446,ab1d60737e19083,11/2/2020,11/3/2020,,Nintendo Switch,8d0d,168,website,direct,mobile,EC,,
05a8a4f3,ab22419250f5427,4/1/2019,4/2/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
d6c172d9,ab2248f702d90704,12/28/2020,12/31/2020,,Nintendo Switch,e682,158.97,website,direct,mobile,JP,,
7d3db97d,ab23fd680bd53484,11/1/2020,11/3/2020,11/15/2025,Nintendo Switch,e682,168,website,direct,mobile,US,,
4f1b5348,ab26644654335092,12/2/2020,12/4/2020,,Nintendo Switch,e682,168,website,direct,mobile,GH,,
1174c60b,ab279d42fde10149,11/24/2020,11/26/2020,,JBL Quantum 100 Gaming Headset,ab0f,20.46,website,direct,mobile,RU,,
1174c60b,ab279d42fde10150,11/24/2020,11/26/2020,,JBL Quantum 100 Gaming Headset,ab0f,20.46,website,direct,mobile,RU,,
a1b3b19c,ab27d0d345568405,8/18/2020,8/21/2020,,Nintendo Switch,e682,193.19,website,affiliate,unknown,AU,,
b9228043,ab2cf115d3778437,8/10/2019,8/12/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
99403427,ab35f4a73642620,12/25/2019,12/28/2019,1/16/2022,27in 4K gaming monitor,e7e6,480,website,direct,mobile,US,,
99403427,ab35f4a73642621,12/25/2019,12/28/2019,1/16/2022,27in 4K gaming monitor,e7e6,480,website,direct,mobile,US,,
9200e0d8,ab362b18cd661931,9/8/2019,9/9/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
057cea57,ab366fed3575343,8/16/2019,8/19/2019,,27in 4K gaming monitor,891b,480,website,direct,mobile,US,,
3b314615,ab38e34c81126972,6/30/2020,7/1/2020,,Lenovo IdeaPad Gaming 3,9ef0,1198,website,direct,mobile,US,,
d22cde8d,ab4c0d2874a88715,9/11/2020,9/14/2020,,JBL Quantum 100 Gaming Headset,ab0f,23.03,website,direct,mobile,FR,,
fa181134,ab4c3deeaaa105675,7/5/2020,7/7/2020,,Nintendo Switch,8d0d,148.05,website,direct,mobile,GB,,
b030f2c4,ab4ee44df2874673,7/27/2020,7/28/2020,,Nintendo Switch,8d0d,152.51,website,direct,mobile,BE,,
560c2b50,ab50b15900437809,5/7/2019,5/10/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
6561bc01,ab538f4a11e43822,10/9/2020,10/10/2020,,27in 4K gaming monitor,891b,490.89,website,direct,mobile,VN,,
be52ec93,ab54c8b853a80566,5/10/2020,5/11/2020,,Nintendo Switch,8e5d,159.18,mobile app,email,mobile,US,,
dbe3d2d7,ab55b8db72d92925,5/21/2019,5/22/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,,
93c44c7f,ab575a9300562646,3/25/2019,3/27/2019,,27in 4K gaming monitor,891b,480,website,direct,mobile,NZ,,
65d29ac0,ab594ccc45644024,9/25/2020,9/27/2020,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
766a7cba,ab5a1e1086d50740,9/18/2019,9/19/2019,,JBL Quantum 100 Gaming Headset,ab0f,8.72,website,direct,mobile,TR,,
766a7cba,ab5a1e1086d50741,9/18/2019,9/19/2019,,JBL Quantum 100 Gaming Headset,ab0f,8.72,website,direct,mobile,TR,,
1a46c7cb,ab5c30e7cdb13683,5/1/2019,5/4/2019,,27in 4K gaming monitor,891b,462.57,website,affiliate,unknown,GB,,
1c4d68fd,ab5de0a116714547,3/3/2020,3/5/2020,,Nintendo Switch,b5f7,167.98,mobile app,direct,mobile,US,,
2502fb46,ab642a9d92017962,5/31/2019,6/1/2019,,JBL Quantum 100 Gaming Headset,ab0f,16.4,website,direct,mobile,TW,,
34583566,ab67a2e0ae5923,8/9/2020,8/11/2020,8/10/2022,Sony PlayStation 5 Bundle,54ed,1661.62,website,direct,mobile,JP,,
aa0f7d05,ab6c6d1184372094,8/6/2019,8/8/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
5f10c402,ab6da6bfa7341418,12/18/2020,12/19/2020,,Dell Gaming Mouse,8d4f,59.72,mobile app,direct,mobile,AT,,
5f10c402,ab6da6bfa7341419,12/18/2020,12/19/2020,,Dell Gaming Mouse,8d4f,59.72,mobile app,direct,mobile,AT,,
01d4ad98,ab6e6a13d7e3953,5/12/2019,5/14/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,email,mobile,US,,
250846fe,ab709a236d117967,10/7/2020,10/9/2020,,Dell Gaming Mouse,5142,43.65,mobile app,email,desktop,BR,,
9bbc66d3,ab78ee9d97e65845,9/21/2020,9/23/2020,,Nintendo Switch,e682,168,website,direct,mobile,US,,
5fa65237,ab7fb92e7f741640,11/24/2019,11/27/2019,,Nintendo Switch,8d0d,174.96,website,affiliate,unknown,GB,,
8fff8f5b,ab858da852e61115,11/25/2020,11/28/2020,,Dell Gaming Mouse,f81e,49.98,mobile app,direct,mobile,US,,
533ae13c,ab8fcdad39036677,7/31/2020,8/1/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,email,mobile,US,,
becdfa77,ab914bc747d80784,6/18/2020,6/21/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,,
89d89f44,ab94a62f45658547,1/4/2019,1/6/2019,,Nintendo Switch,8d0d,127.88,website,direct,mobile,CA,,
7ff76bdf,ab95fb59e2054661,10/10/2020,10/11/2020,,Nintendo Switch,8d0d,175.74,website,direct,mobile,GB,,
e4c262e9,ab9ef517de196633,5/28/2020,5/31/2020,5/9/2022,Nintendo Switch,e682,168,website,direct,mobile,US,,
32195731,aba4254b256855,7/23/2020,7/26/2020,,27in 4K gaming monitor,891b,321,website,direct,mobile,US,,
b392b840,aba6cd8bbd876102,3/27/2020,3/28/2020,,27in 4K gaming monitor,891b,312,website,direct,mobile,US,,
a61eb599,abb13f0c7fa70387,6/18/2020,6/21/2020,,Nintendo Switch,e682,148.05,website,direct,mobile,BE,,
f8500707,abb16bead1f104912,6/21/2019,6/24/2019,,JBL Quantum 100 Gaming Headset,ab0f,16.46,website,direct,mobile,AU,,
66a9edd1,abb2955c84c44359,1/29/2020,1/30/2020,,Nintendo Switch,8d0d,149.03,website,direct,mobile,AT,,
03e95168,abb9755237e4756,11/30/2020,12/2/2020,,Dell Gaming Mouse,8d4f,35.94,mobile app,email,desktop,US,,
ff58b618,abc01f6020c107829,3/8/2019,3/10/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,,
f9d92d8a,abc05144eda105557,5/3/2020,5/5/2020,6/30/2022,27in 4K gaming monitor,891b,417.74,website,direct,mobile,IE,,
84144231,abcc7da147f2219,4/29/2020,5/1/2020,5/3/2022,Lenovo IdeaPad Gaming 3,9ef0,1198,website,direct,mobile,US,,
8713828f,abcc9c4bdb157440,6/27/2019,6/28/2019,,27in 4K gaming monitor,891b,480,website,direct,mobile,US,,
2997bf1e,abcd15fab4b19821,2/17/2019,2/19/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,,
3ba6d147,abcff3a2c9a27167,11/7/2020,11/9/2020,5/27/2023,Dell Gaming Mouse,8d4f,39.03,mobile app,email,desktop,BR,,
62ca163a,abd4c01e7de42822,3/22/2019,3/23/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,BR,,
f89f5818,abd4d0b0fe1105055,5/25/2019,5/26/2019,,Nintendo Switch,8d0d,168,website,social media,tablet,US,,
a59f4e60,abd5e628a0070179,6/10/2019,6/11/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
2688c9da,abe59bdc79f18608,9/16/2020,9/17/2020,,Nintendo Switch,e682,158.9,website,direct,mobile,DE,,
0993c4c8,abe705da1ce6938,11/27/2020,11/28/2020,,Lenovo IdeaPad Gaming 3,9ef0,1198,website,direct,mobile,BR,,
6d12ffe9,abe987daf1a47086,10/14/2019,10/17/2019,3/29/2023,Nintendo Switch,8d0d,150.27,website,affiliate,unknown,CA,,
9e488d5a,abec9af058966885,8/15/2020,8/18/2020,9/3/2022,Sony PlayStation 5 Bundle,54ed,2156.11,website,direct,mobile,GB,,
8716a3aa,abecdbb5b8457446,2/25/2020,2/28/2020,,Nintendo Switch,e682,168,website,direct,mobile,AR,,
f736786c,abf39be8c5b104445,6/19/2020,6/21/2020,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
4d8c4876,abf89f06e9a34456,10/6/2020,10/7/2020,7/2/2023,Nintendo Switch,e682,168,website,email,desktop,US,,
c33b6351,abfa4e0a33482699,7/2/2020,7/5/2020,7/4/2022,Nintendo Switch,e682,147.51,website,email,mobile,CA,,
a3874f03,abfdf81f9d669191,6/4/2020,6/6/2020,,27in 4K gaming monitor,891b,470.18,website,direct,mobile,GB,,
ff80c915,abfe8eebcbe107891,12/15/2020,12/18/2020,,Lenovo IdeaPad Gaming 3,04ac,1052.39,website,direct,mobile,JP,,
4ce00f6d,ac077d5f94434160,4/11/2020,4/13/2020,,Nintendo Switch,8d0d,168,website,email,mobile,US,,
51287327,ac098cc8e0c1344,9/18/2020,9/19/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,CI,,
29f9cf85,ac12933c9c619996,11/4/2020,11/7/2020,,Dell Gaming Mouse,8d4f,49.98,mobile app,email,desktop,US,,
ea1aff78,ac130449ab998892,8/15/2019,8/16/2019,,27in 4K gaming monitor,891b,432.74,website,direct,mobile,CA,,
e8b7a50b,ac135198f0398289,6/28/2020,7/1/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,affiliate,unknown,US,,
e039202a,ac164b9d76894806,7/27/2019,7/28/2019,,Nintendo Switch,8d0d,165.36,website,affiliate,unknown,GB,,
cc743d38,ac16f64880486359,5/30/2020,5/31/2020,,Nintendo Switch,e682,168,website,direct,mobile,IN,,
3458210f,ac1b8e3d6b224223,10/26/2020,10/29/2020,,Nintendo Switch,e682,168,website,direct,mobile,AR,,
64c77ae7,ac1f30909b243577,12/21/2019,12/24/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,email,mobile,US,,
48e10417,ac20956718832496,11/24/2020,11/27/2020,,Nintendo Switch,8e5d,165.96,mobile app,direct,mobile,JP,,
c9b79296,ac22d71879385276,4/18/2019,4/21/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,CL,,
b7d9366e,ac25bee396b77879,7/18/2020,7/21/2020,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
119cebb5,ac2663797e110190,1/25/2020,1/28/2020,,Nintendo Switch,e682,168,website,direct,mobile,BR,,
119cebb5,ac2663797e110191,1/25/2020,1/28/2020,,Nintendo Switch,e682,168,website,direct,mobile,BR,,
53829dcd,ac2a952621136799,1/1/2019,1/4/2019,,Nintendo Switch,8d0d,139.04,website,direct,mobile,BR,,
2c0ee8be,ac2db079e7520844,8/16/2020,8/19/2020,,Nintendo Switch,e682,168,website,direct,mobile,US,,
869439d8,ac31949fcfd57235,4/6/2020,4/9/2020,,27in 4K gaming monitor,891b,355.11,website,direct,mobile,AU,,
93ac03a0,ac368a2a8c262610,10/1/2019,10/2/2019,,Nintendo Switch,8d0d,167.35,website,email,mobile,ES,,
0c704ea4,ac38079a0d18085,1/4/2019,1/6/2019,,Nintendo Switch,8d0d,168,website,direct,mobile,US,,
